URL,Name,Price,Grams,Yards
https://www.yarn.com/products/valley-yarns-valley-superwash-dk,Valley Yarns Valley Superwash DK,7.99,50.0,137.0
https://www.yarn.com/products/deramores-studio-dk,Deramores Studio DK,1.2,100.0,273.0
https://www.yarn.com/products/deramores-studio-dk,Deramores Studio DK,1.2,100.0,273.0
https://www.yarn.com/products/cascade-yarns-bfl,Cascade Yarns BFL,14.0,100.0,262.0
https://www.yarn.com/products/cascade-yarns-bfl,Cascade Yarns BFL,14.0,100.0,262.0
https://www.yarn.com/products/cascade-yarns-pacific-sport,Cascade Yarns Pacific Sport,8.0,100.0,273.0
https://www.yarn.com/products/cascade-yarns-pacific-sport,Cascade Yarns Pacific Sport,8.0,100.0,273.0
https://www.yarn.com/products/cascade-yarns-anchor-bay,Cascade Yarns Anchor Bay,11.5,100.0,262.0
